source_vintage,source_hs8,hs8_2022,match_type
2017,28352995,28352995,identity
2017,28353100,28353100,identity
2017,28353919,28353919,identity
2017,28362000,28362000,identity
2017,28363000,28363000,identity
2017,28364000,28364000,identity
2017,28365000,28365000,identity
2017,28366000,28366000,identity
2017,28369100,28369100,identity
2017,28369200,28369200,identity
2017,28369920,28369920,identity
2017,28369992,28369992,identity
2017,28371101,28371101,identity
2017,28371110,28371110,identity
2017,28371945,28371945,identity
2017,28371959,28371959,identity
2017,28372001,28372001,identity
2017,28391100,28391100,identity
2017,28391900,28391900,identity
2017,28399020,28399020,identity
2017,28401100,28401100,identity
2017,28401900,28401900,identity
2017,28402000,28402000,identity
2017,28403010,28403010,identity
2017,28413000,28413000,identity
2017,28415030,28415030,identity
2017,28416100,28416100,identity
2017,28416900,28416900,identity
2017,28417000,28417000,identity
2017,28418000,28418000,identity
2017,28419020,28419020,identity
2017,28421023,28421023,identity
2017,28429092,28429092,identity
2017,28431000,28431000,identity
2017,28432100,28432100,identity
2017,28432900,28432900,identity
2017,28433000,28433000,identity
2017,28439009,28439009,identity
2017,28441000,28441000,identity
2017,28442000,28442000,identity
2017,28443000,28443000,identity
2017,28444010,28444220,concordance_split
2017,28444010,28444310,concordance_split
2017,28444090,28444100,concordance_split
2017,28444090,28444210,concordance_split
2017,28444090,28444230,concordance_split
2017,28444090,28444390,concordance_split
2017,28444090,28444400,concordance_split
2017,28445000,28445000,identity
2017,28451000,28451000,identity
2017,28459000,28452000,concordance_split
2017,28459000,28453000,concordance_split
2017,28459000,28454000,concordance_split
2017,28459000,28459090,concordance_split
2017,28461000,28461000,identity
2017,28469000,28469000,identity
2017,28470000,28470000,identity
2017,28491000,28491000,identity
2017,28492000,28492000,identity
2017,28499011,28499011,identity
2017,28500007,28500007,identity
2017,28521001,28521001,identity
2017,28521010,28521010,identity
2017,28521090,28521090,identity
2017,28529000,28529000,identity
2017,28531000,28531000,identity
2017,28539000,28539000,identity
2017,29011000,29011000,identity
2017,29012100,29012100,identity
2017,29012200,29012200,identity
2017,29012300,29012300,identity
2017,29012400,29012400,identity
2017,29012900,29012900,identity
2017,29021100,29021100,identity
2017,29021900,29021900,identity
2017,29022000,29022000,identity
2017,29023000,29023000,identity
2017,29024100,29024100,identity
2017,29024200,29024200,identity
2017,29024300,29024300,identity
2017,29024400,29024400,identity
2017,29025000,29025000,identity
2017,29026000,29026000,identity
2017,29027000,29027000,identity
2017,29029000,29029000,identity
2017,29031100,29031100,identity
2017,29031200,29031200,identity
2017,29031300,29031300,identity
2017,29031400,29031400,identity
2017,29031500,29031500,identity
2017,29031910,29031910,identity
2017,29031990,29031990,identity
2017,29032100,29032100,identity
2017,29032200,29032200,identity
2017,29032300,29032300,identity
2017,29032900,29032900,identity
2017,29033105,29036222,concordance
2017,29033902,29036121,concordance
2017,29033905,29035918,concordance
2017,29033995,29034101,concordance_split
2017,29033995,29034202,concordance_split
2017,29033995,29034303,concordance_split
2017,29033995,29034404,concordance_split
2017,29033995,29034505,concordance_split
2017,29033995,29034606,concordance_split
2017,29033995,29034707,concordance_split
2017,29033995,29034808,concordance_split
2017,29033995,29034909,concordance_split
2017,29033995,29035111,concordance_split
2017,29033995,29035919,concordance_split
2017,29033995,29036929,concordance_split
2017,29037100,29037100,identity
2017,29037200,29037200,identity
2017,29037300,29037300,identity
2017,29037400,29037400,identity
2017,29037500,29037500,identity
2017,29037600,29037600,identity
2017,29037710,29037710,identity
2017,29037711,29037711,identity
2017,29037712,29037712,identity
2017,29037713,29037713,identity
2017,29037714,29037714,identity
2017,29037715,29037715,identity
2017,29037716,29037716,identity
2017,29037717,29037717,identity
2017,29037718,29037718,identity
2017,29037719,29037719,identity
2017,29037720,29037720,identity
2017,29037790,29037790,identity
2017,29037800,29037800,identity
2017,29037910,29037910,identity
2017,29037911,29037911,identity
2017,29037913,29037913,identity
2017,29037990,29037990,identity
2017,29038100,29038100,identity
2017,29038200,29038200,identity
2017,29038300,29038300,identity
2017,29038990,29038990,identity
2017,29039100,29039100,identity
2017,29039200,29039200,identity
2017,29039300,29039300,identity
2017,29039400,29039400,identity
2017,29039990,29039990,identity
2017,29041000,29041000,identity
2017,29042000,29042000,identity
2017,29043100,29043100,identity
2017,29043200,29043200,identity
2017,29043300,29043300,identity
2017,29043400,29043400,identity
2017,29043500,29043500,identity
2017,29043600,29043600,identity
2017,29049100,29049100,identity
2017,29049990,29049990,identity
2017,29051100,29051100,identity
2017,29051200,29051200,identity
2017,29051300,29051300,identity
2017,29051400,29051400,identity
2017,29051600,29051600,identity
2017,29051700,29051700,identity
2017,29051910,29051910,identity
2017,29051991,29051991,identity
2017,29052200,29052200,identity
2017,29052901,29052901,identity
2017,29053100,29053100,identity
2017,29053200,29053200,identity
2017,29053900,29053900,identity
2017,29054100,29054100,identity
2017,29054200,29054200,identity
2017,29054300,29054300,identity
2017,29054400,29054400,identity
2017,29054500,29054500,identity
2017,29054901,29054901,identity
2017,29055100,29055100,identity
2017,29055920,29055920,identity
2017,29055995,29055995,identity
2017,29061100,29061100,identity
2017,29061200,29061200,identity
2017,29061300,29061300,identity
2017,29061991,29061991,identity
2017,29062100,29062100,identity
2017,29062900,29062900,identity
2017,29071100,29071100,identity
2017,29071200,29071200,identity
2017,29071300,29071300,identity
2017,29071500,29071500,identity
2017,29071992,29071992,identity
2017,29072100,29072100,identity
2017,29072200,29072200,identity
2017,29072300,29072300,identity
2017,29072902,29072902,identity
2017,29081101,29081101,identity
2017,29081903,29081903,identity
2017,29081907,29081907,identity
2017,29089105,29089105,identity
2017,29089200,29089200,identity
2017,29089900,29089900,identity
2017,29091100,29091100,identity
2017,29091900,29091900,identity
2017,29092000,29092000,identity
2017,29093000,29093000,identity
2017,29094100,29094100,identity
2017,29094300,29094300,identity
2017,29094491,29094491,identity
2017,29094900,29094900,identity
2017,29095000,29095000,identity
2017,29096000,29096001,concordance
2017,29101000,29101000,identity
2017,29102000,29102000,identity
2017,29103000,29103000,identity
2017,29104000,29104000,identity
2017,29105000,29105000,identity
2017,29109090,29109090,identity
2017,29110000,29096001,concordance_split
2017,29110000,29110001,concordance_split
2017,29121100,29121100,identity
2017,29121200,29121200,identity
2017,29121992,29121992,identity
2017,29122100,29122100,identity
2017,29122900,29122900,identity
2017,29124100,29124100,identity
2017,29124200,29124200,identity
2017,29124901,29124901,identity
2017,29125000,29125000,identity
2017,29126000,29126000,identity
2017,29130000,29130000,identity
2017,29141100,29141100,identity
2017,29141200,29141200,identity
2017,29141300,29141300,identity
2017,29141945,29141945,identity
2017,29141991,29141991,identity
2017,29142200,29142200,identity
2017,29142300,29142300,identity
2017,29142901,29142901,identity
2017,29143101,29143101,identity
2017,29143900,29143900,identity
2017,29144000,29144000,identity
2017,29145010,29145010,identity
2017,29146100,29146100,identity
2017,29146200,29146200,identity
2017,29146991,29146991,identity
2017,29147100,29147100,identity
2017,29147900,29147900,identity
2017,29147990,29147990,identity
2017,29151100,29151100,identity
2017,29151200,29151200,identity
2017,29151300,29151300,identity
2017,29152100,29152100,identity
2017,29152400,29152400,identity
2017,29152991,29152991,identity
2017,29153100,29153100,identity
2017,29153200,29153200,identity
2017,29153300,29153300,identity
2017,29153600,29153600,identity
2017,29153992,29153992,identity
2017,29154000,29154000,identity
2017,29155000,29155000,identity
2017,29156000,29156000,identity
2017,29157010,29157010,identity
2017,29159092,29159092,identity
2017,29161100,29161100,identity
2017,29161200,29161200,identity
2017,29161300,29161300,identity
2017,29161400,29161400,identity
2017,29161511,29161511,identity
2017,29161600,29161600,identity
2017,29161990,29161990,identity
2017,29162000,29162000,identity
2017,29163100,29163100,identity
2017,29163200,29163200,identity
2017,29163400,29163400,identity
2017,29163992,29163992,identity
2017,29171100,29171100,identity
2017,29171200,29171200,identity
2017,29171300,29171300,identity
2017,29171400,29171400,identity
2017,29171910,29171910,identity
2017,29171990,29171990,identity
2017,29172000,29172000,identity
2017,29173200,29173200,identity
2017,29173300,29173300,identity
2017,29173491,29173491,identity
2017,29173500,29173500,identity
2017,29173600,29173600,identity
2017,29173700,29173700,identity
2017,29173995,29173995,identity
2017,29181101,29181101,identity
2017,29181200,29181200,identity
2017,29181300,29181300,identity
2017,29181400,29181400,identity
2017,29181500,29181500,identity
2017,29181600,29181600,identity
2017,29181701,29181701,identity
2017,29181800,29181800,identity
2017,29181915,29181915,identity
2017,29181916,29181916,identity
2017,29181992,29181992,identity
2017,29182100,29182100,identity
2017,29182200,29182200,identity
2017,29182300,29182300,identity
2017,29182900,29182900,identity
2017,29183000,29183000,identity
2017,29189105,29189105,identity
2017,29189900,29189900,identity
2017,29191005,29191005,identity
2017,29199009,29199009,identity
2017,29201105,29201105,identity
2017,29201909,29201909,identity
2017,29202100,29202100,identity
2017,29202200,29202200,identity
2017,29202300,29202300,identity
2017,29202400,29202400,identity
2017,29202900,29202900,identity
2017,29203000,29203000,identity
2017,29209050,29209050,identity
2017,29211115,29211115,identity
2017,29211118,29211118,identity
2017,29211195,29211195,identity
2017,29211210,29211210,identity
2017,29211300,29211300,identity
2017,29211400,29211400,identity
2017,29211911,29211911,identity
2017,29211912,29211912,identity
2017,29211913,29211913,identity
2017,29211921,29211921,identity
2017,29211922,29211922,identity
2017,29211923,29211923,identity
2017,29211924,29211924,identity
2017,29211926,29211926,identity
2017,29211927,29211927,identity
2017,29211992,29211992,identity
2017,29211998,29211998,identity
2017,29212100,29212100,identity
2017,29212200,29212200,identity
2017,29212900,29212900,identity
2017,29213001,29213001,identity
2017,29214100,29214100,identity
2017,29214200,29214200,identity
2017,29214310,29214310,identity
2017,29214400,29214400,identity
2017,29214500,29214500,identity
2017,29214600,29214600,identity
2017,29214911,29214911,identity
2017,29215100,29215100,identity
2017,29215901,29215901,identity
2017,29221100,29221100,identity
2017,29221200,29221200,identity
2017,29221400,29221400,identity
2017,29221500,29221500,identity
2017,29221600,29221600,identity
2017,29221701,29221701,identity
2017,29221702,29221702,identity
2017,29221800,29221800,identity
2017,29221911,29221911,identity
2017,29221912,29221912,identity
2017,29221919,29221919,identity
2017,29221920,29221920,identity
2017,29221928,29221928,identity
2017,29222100,29222100,identity
2017,29222992,29222992,identity
2017,29223100,29223100,identity
2017,29223901,29223901,identity
2017,29224100,29224100,identity
2017,29224200,29224200,identity
2017,29224300,29224300,identity
2017,29224400,29224400,identity
2017,29224912,29224912,identity
2017,29225002,29225002,identity
2017,29231000,29231000,identity
2017,29232000,29232000,identity
2017,29233000,29233000,identity
2017,29234000,29234000,identity
2017,29239001,29239001,identity
2017,29241100,29241100,identity
2017,29241200,29241200,identity
2017,29241990,29241990,identity
2017,29242100,29242100,identity
2017,29242300,29242300,identity
2017,29242400,29242400,identity
2017,29242500,29242500,identity
2017,29242903,29242903,identity
2017,29251100,29251100,identity
2017,29251200,29251200,identity
2017,29251903,29251903,identity
2017,29252105,29252105,identity
2017,29252909,29252909,identity
2017,29261000,29261000,identity
2017,29262000,29262000,identity
2017,29263000,29263000,identity
2017,29264000,29264000,identity
2017,29269021,29269021,identity
2017,29269025,29269025,identity
2017,29269091,29269091,identity
2017,29270000,29270000,identity
2017,29280000,29280000,identity
2017,29291000,29291000,identity
2017,29299010,29299010,identity
2017,29299019,29299019,identity
2017,29299020,29299020,identity
2017,29299029,29299029,identity
2017,29299091,29299091,identity
2017,29302000,29302000,identity
2017,29303000,29303000,identity
2017,29304000,29304000,identity
2017,29306000,29306000,identity
2017,29307000,29307000,identity
2017,29308001,29308001,identity
2017,29308002,29308002,identity
2017,29309011,29309011,identity
2017,29309019,29309019,identity
2017,29309020,29309020,identity
2017,29309021,29309021,identity
2017,29309022,29309022,identity
2017,29309023,29309023,identity
2017,29309024,29309024,identity
2017,29309025,29309025,identity
2017,29309026,29309026,identity
2017,29309027,29309027,identity
2017,29309028,29309028,identity
2017,29309029,29309029,identity
2017,29309031,29309031,identity
2017,29309032,29309032,identity
2017,29309034,29309034,identity
2017,29309037,29309037,identity
2017,29309041,29309041,identity
2017,29309042,29309042,identity
2017,29309043,29309043,identity
2017,29309070,29309070,identity
2017,29309072,29309072,identity
2017,29309080,29301001,concordance_split
2017,29309080,29309081,concordance_split
2017,29309092,29309092,identity
2017,29311000,29311000,identity
2017,29312000,29312000,identity
2017,29313100,29314100,concordance
2017,29313200,29314200,concordance
2017,29313300,29314300,concordance
2017,29313401,29314910,concordance
2017,29313402,29314911,concordance
2017,29313500,29314600,concordance
2017,29313601,29314700,concordance
2017,29313602,29314700,concordance
2017,29313701,29314924,concordance
2017,29313702,29314925,concordance
2017,29313801,29314500,concordance
2017,29313802,29314500,concordance
2017,29313911,29315931,concordance
2017,29313912,29315932,concordance
2017,29313913,29315933,concordance
2017,29313921,29314941,concordance
2017,29313922,29314942,concordance
2017,29313931,29315951,concordance
2017,29313932,29315952,concordance
2017,29313933,29315953,concordance
2017,29313941,29314961,concordance
2017,29313942,29314962,concordance
2017,29313943,29315963,concordance
2017,29313944,29315964,concordance
2017,29313951,29315100,concordance
2017,29313952,29315972,concordance
2017,29313953,29315973,concordance
2017,29313954,29314974,concordance
2017,29313955,29314975,concordance
2017,29313956,29314976,concordance
2017,29313957,29315977,concordance
2017,29313958,29315978,concordance
2017,29313959,29314400,concordance
2017,29313960,29314980,concordance
2017,29313961,29314981,concordance
2017,29313962,29314982,concordance
2017,29313963,29314983,concordance
2017,29313964,29315984,concordance
2017,29313965,29314985,concordance
2017,29313966,29315986,concordance
2017,29313967,29314987,concordance_split
2017,29313967,29315987,concordance_split
2017,29313990,29314800,concordance_split
2017,29313990,29314991,concordance_split
2017,29313990,29315200,concordance_split
2017,29313990,29315300,concordance_split
2017,29313990,29315400,concordance_split
2017,29313990,29315991,concordance_split
2017,29319024,29319024,identity
2017,29319025,29319025,identity
2017,29319026,29319026,identity
2017,29319091,29319091,identity
2017,29321100,29321100,identity
2017,29321200,29321200,identity
2017,29321300,29321300,identity
2017,29321400,29321400,identity
2017,29321901,29321901,identity
2017,29322000,29322000,identity
2017,29329100,29329100,identity
2017,29329200,29329200,identity
2017,29329300,29329300,identity
2017,29329400,29329400,identity
2017,29329500,29329500,identity
2017,29329910,29329600,concordance_split
2017,29329910,29329911,concordance_split
2017,29331100,29331100,identity
2017,29331901,29331901,identity
2017,29332100,29332100,identity
2017,29332911,29332911,identity
2017,29333101,29333101,identity
2017,29333200,29333200,identity
2017,29333300,29333303,concordance
2017,29333920,29333920,identity
2017,29333930,29333500,concordance
2017,29333935,29333935,identity
2017,29333940,29333940,identity
2017,29333997,29333303,concordance_split
2017,29333997,29333400,concordance_split
2017,29333997,29333600,concordance_split
2017,29333997,29333700,concordance_split
2017,29333997,29333998,concordance_split
2017,29334100,29334100,identity
2017,29334901,29334901,identity
2017,29335200,29335200,identity
2017,29335300,29335300,identity
2017,29335400,29335400,identity
2017,29335500,29335500,identity
2017,29335903,29335903,identity
2017,29336100,29336100,identity
2017,29336901,29336901,identity
2017,29337100,29337100,identity
2017,29337200,29337200,identity
2017,29337904,29337904,identity
2017,29339100,29339100,identity
2017,29339200,29339200,identity
2017,29339901,29339901,identity
2017,29341001,29341001,identity
2017,29342001,29342001,identity
2017,29343001,29343001,identity
2017,29349100,29349100,identity
2017,29349905,29349905,identity
2017,29349998,29349200,concordance_split
2017,29349998,29349999,concordance_split
2017,29351000,29351000,identity
2017,29352000,29352000,identity
2017,29353000,29353000,identity
2017,29354000,29354000,identity
2017,29355000,29355000,identity
2017,29359000,29359000,identity
2017,29362100,29362100,identity
2017,29362200,29362200,identity
2017,29362300,29362300,identity
2017,29362400,29362400,identity
2017,29362500,29362500,identity
2017,29362600,29362600,identity
2017,29362700,29362700,identity
2017,29362800,29362800,identity
2017,29362900,29362900,identity
2017,29369010,29369010,identity
2017,29369090,29369090,identity
2017,29371100,29371100,identity
2017,29371200,29371200,identity
2017,29371900,29371900,identity
2017,29372100,29372100,identity
2017,29372200,29372200,identity
2017,29372300,29372300,identity
2017,29372901,29372901,identity
2017,29375010,29375010,identity
2017,29379001,29379001,identity
2017,29381000,29381000,identity
2017,29389000,29389000,identity
2017,29391101,29391101,identity
2017,29391110,29391110,identity
2017,29391111,29391111,identity
2017,29391112,29391112,identity
2017,29391121,29391121,identity
2017,29391129,29391129,identity
2017,29391941,29391941,identity
2017,29391942,29391942,identity
2017,29391949,29391949,identity
2017,29392000,29392000,identity
2017,29393000,29393000,identity
2017,29394100,29394100,identity
2017,29394200,29394200,identity
2017,29394300,29394300,identity
2017,29394400,29394400,identity
2017,29394903,29394904,concordance
2017,29395100,29395100,identity
2017,29395900,29395900,identity
2017,29396100,29396100,identity
2017,29396200,29396200,identity
2017,29396300,29396300,identity
2017,29396900,29396900,identity
2017,29397100,29394500,concordance_split
2017,29397100,29394904,concordance_split
2017,29397100,29397200,concordance_split
2017,29397900,29394904,concordance_split
2017,29397900,29397901,concordance_split
2017,29398000,29398000,identity
2017,29400000,29400000,identity
2017,29411000,29411000,identity
2017,29412000,29412000,identity
2017,29413000,29413000,identity
2017,29414000,29414000,identity
2017,29415000,29415000,identity
2017,29419000,29419000,identity
2017,29420000,29420000,identity
2017,30012002,30012002,identity
2017,30019010,30019010,identity
2017,30019090,30019090,identity
2017,30021100,38221101,concordance
2017,30021200,30021200,identity
2017,30021300,30021310,concordance
2017,30021400,30021420,concordance
2017,30021500,30021530,concordance
2017,30021900,,unresolved
2017,30022007,30024100,concordance
2017,30023006,30024200,concordance
2017,30029020,30024910,concordance
2017,30029030,30024911,concordance
2017,30029091,30024990,concordance_split
2017,30029091,30025100,concordance_split
2017,30029091,30025900,concordance_split
2017,30029091,30029040,concordance_split
2017,30031008,30031008,identity
2017,30032099,30032099,identity
2017,30033120,30033120,identity
2017,30033921,30033921,identity
2017,30034100,30034100,identity
2017,30034200,30034200,identity
2017,30034300,30034300,identity
2017,30034900,30034900,identity
2017,30036000,30036000,identity
2017,30039012,30039012,identity
2017,30039093,30039093,identity
2017,30041012,30041021,concordance_split
2017,30041012,30069310,concordance_split
2017,30042013,30042022,concordance_split
2017,30042013,30069310,concordance_split
2017,30043114,30043123,concordance_split
2017,30043114,30069310,concordance_split
2017,30043215,30043224,concordance_split
2017,30043215,30069310,concordance_split
2017,30043916,30043930,concordance_split
2017,30043916,30069310,concordance_split
2017,30044100,30044101,concordance_split
2017,30044100,30069310,concordance_split
2017,30044200,30044202,concordance_split
2017,30044200,30069310,concordance_split
2017,30044300,30044303,concordance_split
2017,30044300,30069310,concordance_split
2017,30044900,30044940,concordance_split
2017,30044900,30069310,concordance_split
2017,30045018,30045050,concordance_split
2017,30045018,30069310,concordance_split
2017,30046000,30046060,concordance_split
2017,30046000,30069310,concordance_split
2017,30049092,30049093,concordance_split
2017,30049092,30069310,concordance_split
2017,30051032,30051032,identity
2017,30059092,30059092,identity
2017,30061030,30061030,identity
2017,30062001,38221303,concordance
2017,30063025,30063025,identity
2017,30064035,30064035,identity
2017,30065045,30065045,identity
2017,30066055,30066055,identity
2017,30067000,30067000,identity
2017,30069105,30069105,identity
2017,30069206,30069206,identity
2017,31010000,31010000,identity
2017,31021000,31021001,concordance_split
2017,31021000,31021002,concordance_split
2017,31021000,31021003,concordance_split
2017,31021000,31021004,concordance_split
2017,31022100,31022100,identity
2017,31022900,31022900,identity
2017,31023000,31023000,identity
2017,31024000,31024000,identity
2017,31025000,31025000,identity
2017,31026000,31026000,identity
2017,31028000,31028000,identity
2017,31029020,31029020,identity
2017,31031100,31031100,identity
2017,31031900,31031900,identity
2017,31039020,31039020,identity
2017,31042000,31042000,identity
2017,31043000,31043000,identity
2017,31049096,31049096,identity
2017,31051000,31051000,identity
2017,31052000,31052000,identity
2017,31053000,31053000,identity
2017,31054000,31054000,identity
2017,31055100,31055100,identity
2017,31055900,31055900,identity
2017,31056000,31056000,identity
2017,31059000,31059000,identity
2017,32011000,32011000,identity
2017,32012000,32012000,identity
2017,32019010,32019010,identity
2017,32021000,32021000,identity
2017,32029000,32029000,identity
2017,32030000,32030000,identity
2017,32041100,32041100,identity
2017,32041200,32041200,identity
2017,32041300,32041300,identity
2017,32041400,32041400,identity
2017,32041500,32041500,identity
2017,32041600,32041600,identity
2017,32041700,32041700,identity
2017,32041900,32041800,concordance_split
2017,32041900,32041901,concordance_split
2017,32042000,32042000,identity
2017,32049000,32049000,identity
2017,32050000,32050000,identity
2017,32061100,32061100,identity
2017,32061900,32061900,identity
2017,32062000,32062000,identity
2017,32064100,32064100,identity
2017,32064200,32064200,identity
2017,32064930,32064930,identity
2017,32065001,32065001,identity
2017,32071000,32071000,identity
2017,32072000,32072000,identity
2017,32073000,32073000,identity
2017,32074000,32074000,identity
2017,32081000,32081000,identity
2017,32082000,32082000,identity
2017,32089000,32089000,identity
2017,32091000,32091000,identity
2017,32099000,32099000,identity
2017,32100000,32100000,identity
2017,32110000,32110000,identity
2017,32121000,32121000,identity
2017,32129000,32129000,identity
2017,32131000,32131000,identity
2017,32139000,32139000,identity
2017,32141001,32141001,identity
2017,32149000,32149000,identity
2017,32151100,32151100,identity
2017,32151900,32151900,identity
2017,32159000,32159000,identity
2017,33011200,33011200,identity
2017,33011300,33011300,identity
2017,33011930,33011930,identity
2017,33012400,33012400,identity
2017,33012500,33012500,identity
2017,33012960,33012960,identity
2017,33012971,33012971,identity
2017,33012972,33012972,identity
2017,33012999,33012999,identity
2017,33013000,33013000,identity
2017,33019001,33019001,identity
2017,33021001,33021001,identity
2017,33029000,33029000,identity
2017,33030010,33030010,identity
2017,33030090,33030090,identity
2017,33041000,33041000,identity
2017,33042000,33042000,identity
2017,33043000,33043000,identity
2017,33049100,33049100,identity
2017,33049911,33049911,identity
2017,33049919,33049919,identity
2017,33049990,33049990,identity
2017,33051000,33051000,identity
2017,33052000,33052000,identity
2017,33053000,33053000,identity
2017,33059000,33059000,identity
2017,33061000,33061000,identity
2017,33062000,33062000,identity
2017,33069000,33069000,identity
2017,33071000,33071000,identity
2017,33072000,33072000,identity
2017,33073000,33073000,identity
2017,33074100,33074100,identity
2017,33074900,33074900,identity
2017,33079000,33079000,identity
2017,34011100,34011100,identity
2017,34011900,34011900,identity
2017,34012000,34012000,identity
2017,34013000,34013000,identity
2017,34021100,34023100,concordance_split
2017,34021100,34023900,concordance_split
2017,34021200,34024100,concordance
2017,34021300,34024200,concordance
2017,34021900,34024900,concordance
2017,34022015,34025001,concordance
2017,34022090,34025002,concordance
2017,34029010,34029010,identity
2017,34029090,34029090,identity
2017,34031100,34031100,identity
2017,34031900,34031900,identity
2017,34039100,34039100,identity
2017,34039900,34039900,identity
2017,34042000,34042000,identity
2017,34049091,34049091,identity
2017,34051000,34051000,identity
2017,34052000,34052000,identity
2017,34053000,34053000,identity
2017,34054000,34054000,identity
2017,34059000,34059000,identity
2017,34060000,34060000,identity
2017,34070000,34070000,identity
2017,35011040,35011040,identity
2017,35019010,35019010,identity
2017,35021100,35021100,identity
2017,35021900,35021900,identity
2017,35022000,35022000,identity
2017,35029010,35029010,identity
2017,35030000,35030000,identity
2017,35040002,35040002,identity
2017,35051000,35051000,identity
2017,35052000,35052000,identity
2017,35061000,35061000,identity
2017,35069100,35069100,identity
2017,35069900,35069900,identity
2017,35071000,35071000,identity
2017,35079000,35079000,identity
2017,36010000,36010000,identity
2017,36020000,36020000,identity
2017,36030000,36031000,concordance_split
2017,36030000,36032000,concordance_split
2017,36030000,36033000,concordance_split
2017,36030000,36034000,concordance_split
2017,36030000,36035000,concordance_split
2017,36030000,36036000,concordance_split
2017,36041000,36041000,identity
2017,36049000,36049000,identity
2017,36050000,36050000,identity
2017,36061000,36061000,identity
2017,36069000,36069000,identity
2017,37011000,37011000,identity
2017,37012000,37012000,identity
2017,37013000,37013000,identity
2017,37019100,37019100,identity
2017,37019900,37019900,identity
2017,37021000,37021000,identity
2017,37023120,37023120,identity
2017,37023221,37023221,identity
2017,37023991,37023991,identity
2017,37024115,37024115,identity
2017,37024220,37024220,identity
2017,37024312,37024312,identity
2017,37024415,37024415,identity
2017,37025230,37025230,identity
2017,37025300,37025300,identity
2017,37025455,37025455,identity
2017,37025520,37025520,identity
2017,37025600,37025600,identity
2017,37029600,37029600,identity
2017,37029700,37029700,identity
2017,37029800,37029800,identity
2017,37031000,37031000,identity
2017,37032020,37032020,identity
2017,37039095,37039095,identity
2017,37040021,37040021,identity
2017,37050000,37050000,identity
2017,37061000,37061000,identity
2017,37069000,37069000,identity
2017,37071000,37071000,identity
2017,37079090,37079090,identity
2017,38011000,38011000,identity
2017,38012000,38012000,identity
2017,38013000,38013000,identity
2017,38019000,38019000,identity
2017,38021000,38021000,identity
2017,38029000,38029000,identity
2017,38030000,38030000,identity
2017,38040000,38040000,identity
2017,38051000,38051000,identity
2017,38059091,38059091,identity
2017,38061001,38061001,identity
2017,38062001,38062001,identity
2017,38063000,38063000,identity
2017,38069002,38069002,identity
2017,38070000,38070000,identity
2017,38085200,38085200,identity
2017,38085900,38085901,concordance
2017,38086100,38086100,identity
2017,38086200,38086200,identity
2017,38086900,38086900,identity
2017,38089115,38089115,identity
2017,38089193,38085901,concordance_split
2017,38089193,38089195,concordance_split
2017,38089215,38089215,identity
2017,38089294,38085901,concordance_split
2017,38089294,38089296,concordance_split
2017,38089323,38089323,identity
2017,38089325,38089325,identity
2017,38089334,38089334,identity
2017,38089336,38089336,identity
2017,38089343,38089343,identity
2017,38089345,38089345,identity
2017,38089354,38089354,identity
2017,38089356,38085901,concordance_split
2017,38089356,38089357,concordance_split
2017,38089420,38089420,identity
2017,38089492,38085901,concordance_split
2017,38089492,38089493,concordance_split
2017,38089923,38089923,identity
2017,38089925,38089925,identity
2017,38089935,38089935,identity
2017,38089940,38085901,concordance_split
2017,38089940,38089941,concordance_split
2017,38091000,38091000,identity
2017,38099101,38099101,identity
2017,38099201,38099201,identity
2017,38099300,38099300,identity
2017,38101000,38101000,identity
2017,38109000,38109000,identity
2017,38111100,38111100,identity
2017,38111900,38111900,identity
2017,38112100,38112100,identity
2017,38112900,38112900,identity
2017,38119000,38119000,identity
2017,38121000,38121000,identity
2017,38122000,38122000,identity
2017,38123100,38123100,identity
2017,38123910,38123910,identity
2017,38130010,38130010,identity
2017,38130011,38130011,identity
2017,38130012,38130012,identity
2017,38130013,38130013,identity
2017,38130090,38130090,identity
2017,38140020,38140020,identity
2017,38140021,38140021,identity
2017,38140022,38140022,identity
2017,38140090,38140090,identity
2017,38151100,38151100,identity
2017,38151200,38151200,identity
2017,38151900,38151900,identity
2017,38159000,38159000,identity
2017,38160000,38160010,concordance_split
2017,38160000,38160090,concordance_split
2017,38170000,38170000,identity
2017,38180000,38180000,identity
2017,38190000,38190000,identity
2017,38200000,38200000,identity
2017,38210020,38210020,identity
2017,38220003,38221202,concordance_split
2017,38220003,38221909,concordance_split
2017,38220003,38229090,concordance_split
2017,38231100,38231100,identity
2017,38231200,38231200,identity
2017,38231300,38231300,identity
2017,38231900,38231900,identity
2017,38237000,38237000,identity
2017,38241000,38241000,identity
2017,38243000,38243000,identity
2017,38244000,38244000,identity
2017,38245000,38245000,identity
2017,38246000,38246000,identity
2017,38247110,38271100,concordance
2017,38247210,38272000,concordance
2017,38247310,38271200,concordance
2017,38247410,38273100,concordance_split
2017,38247410,38273200,concordance_split
2017,38247410,38273900,concordance_split
2017,38247505,38271300,concordance
2017,38247605,38271400,concordance
2017,38247710,38274000,concordance
2017,38247805,38275100,concordance_split
2017,38247805,38275900,concordance_split
2017,38247805,38276100,concordance_split
2017,38247805,38276200,concordance_split
2017,38247805,38276300,concordance_split
2017,38247805,38276400,concordance_split
2017,38247805,38276500,concordance_split
2017,38247805,38276800,concordance_split
2017,38247805,38276900,concordance_split
2017,38247910,38279000,concordance
2017,38248101,38248101,identity
2017,38248202,38248202,identity
2017,38248303,38248303,identity
2017,38248400,38248400,identity
