category_code,category_description,category_hierarchy,hs8
0207,"MEAT AND EDIBLE OFFAL, OF THE POULTRY OF 0105, FRESH, CHILLED OR FROZEN:",Heading,02074330
0207,"MEAT AND EDIBLE OFFAL, OF THE POULTRY OF 0105, FRESH, CHILLED OR FROZEN:",Heading,02074400
0207,"MEAT AND EDIBLE OFFAL, OF THE POULTRY OF 0105, FRESH, CHILLED OR FROZEN:",Heading,02074500
0207,"MEAT AND EDIBLE OFFAL, OF THE POULTRY OF 0105, FRESH, CHILLED OR FROZEN:",Heading,02075100
0207,"MEAT AND EDIBLE OFFAL, OF THE POULTRY OF 0105, FRESH, CHILLED OR FROZEN:",Heading,02075200
0207,"MEAT AND EDIBLE OFFAL, OF THE POULTRY OF 0105, FRESH, CHILLED OR FROZEN:",Heading,02075300
0207,"MEAT AND EDIBLE OFFAL, OF THE POULTRY OF 0105, FRESH, CHILLED OR FROZEN:",Heading,02075400
0207,"MEAT AND EDIBLE OFFAL, OF THE POULTRY OF 0105, FRESH, CHILLED OR FROZEN:",Heading,02075500
0207,"MEAT AND EDIBLE OFFAL, OF THE POULTRY OF 0105, FRESH, CHILLED OR FROZEN:",Heading,02076000
02071,Of fowls of the species Gallus domesticus:,HS Code,02071100
02071,Of fowls of the species Gallus domesticus:,HS Code,02071200
02071,Of fowls of the species Gallus domesticus:,HS Code,02071300
02071,Of fowls of the species Gallus domesticus:,HS Code,02071400
020711,"Not cut in pieces, fresh or chilled",HS Code,02071100
02071100,"Not cut in pieces, fresh or chilled",Export Statistical Item,02071100
020712,"Not cut in pieces, frozen",HS Code,02071200
02071200,"Not cut in pieces, frozen",Export Statistical Item,02071200
020713,"Cuts and offal, fresh or chilled",HS Code,02071300
02071300,"Cuts and offal, fresh or chilled",Export Statistical Item,02071300
020714,"Cuts and offal, frozen",HS Code,02071400
02071400,"Cuts and offal, frozen",Export Statistical Item,02071400
02072,Of turkeys:,HS Code,02072400
02072,Of turkeys:,HS Code,02072500
02072,Of turkeys:,HS Code,02072600
02072,Of turkeys:,HS Code,02072700
020724,"Not cut in pieces, fresh or chilled",HS Code,02072400
02072400,"Not cut in pieces, fresh or chilled",Export Statistical Item,02072400
020725,"Not cut in pieces, frozen",HS Code,02072500
02072500,"Not cut in pieces, frozen",Export Statistical Item,02072500
020726,"Cuts and offal, fresh or chilled",HS Code,02072600
02072600,"Cuts and offal, fresh or chilled",Export Statistical Item,02072600
020727,"Cuts and offal, frozen",HS Code,02072700
02072700,"Cuts and offal, frozen",Export Statistical Item,02072700
02074,Of ducks:,HS Code,02074110
02074,Of ducks:,HS Code,02074220
02074,Of ducks:,HS Code,02074330
02074,Of ducks:,HS Code,02074400
02074,Of ducks:,HS Code,02074500
020741,"Not cut in pieces, fresh or chilled",HS Code,02074110
02074110,"Not cut in pieces, fresh or chilled",Export Statistical Item,02074110
020742,"Not cut in pieces, frozen",HS Code,02074220
02074220,"Not cut in pieces, frozen",Export Statistical Item,02074220
020743,"Fatty livers, fresh or chilled",HS Code,02074330
02074330,"Fatty livers, fresh or chilled",Export Statistical Item,02074330
020744,"Other, fresh or chilled",HS Code,02074400
02074400,"Other, fresh or chilled",Export Statistical Item,02074400
020745,"Other, frozen",HS Code,02074500
02074500,"Other, frozen",Export Statistical Item,02074500
02075,Of geese:,HS Code,02075100
02075,Of geese:,HS Code,02075200
02075,Of geese:,HS Code,02075300
02075,Of geese:,HS Code,02075400
02075,Of geese:,HS Code,02075500
020751,"Not cut in pieces, fresh or chilled",HS Code,02075100
02075100,"Not cut in pieces, fresh or chilled",Export Statistical Item,02075100
020752,"Not cut in pieces, frozen",HS Code,02075200
02075200,"Not cut in pieces, frozen",Export Statistical Item,02075200
020753,"Fatty livers, fresh or chilled",HS Code,02075300
02075300,"Fatty livers, fresh or chilled",Export Statistical Item,02075300
020754,"Other, fresh or chilled",HS Code,02075400
02075400,"Other, fresh or chilled",Export Statistical Item,02075400
020755,"Other, frozen",HS Code,02075500
02075500,"Other, frozen",Export Statistical Item,02075500
020760,Of guinea fowls,HS Code,02076000
02076000,Of guinea fowls,Export Statistical Item,02076000
0208,"OTHER MEAT AND EDIBLE MEAT OFFAL, FRESH, CHILLED OR FROZEN:",Heading,02081000
0208,"OTHER MEAT AND EDIBLE MEAT OFFAL, FRESH, CHILLED OR FROZEN:",Heading,02083000
0208,"OTHER MEAT AND EDIBLE MEAT OFFAL, FRESH, CHILLED OR FROZEN:",Heading,02084010
0208,"OTHER MEAT AND EDIBLE MEAT OFFAL, FRESH, CHILLED OR FROZEN:",Heading,02085005
0208,"OTHER MEAT AND EDIBLE MEAT OFFAL, FRESH, CHILLED OR FROZEN:",Heading,02086020
0208,"OTHER MEAT AND EDIBLE MEAT OFFAL, FRESH, CHILLED OR FROZEN:",Heading,02089011
0208,"OTHER MEAT AND EDIBLE MEAT OFFAL, FRESH, CHILLED OR FROZEN:",Heading,02089050
020810,Of rabbits or hares,HS Code,02081000
02081000,Of rabbits or hares,Export Statistical Item,02081000
020830,Of primates,HS Code,02083000
02083000,Of primates,Export Statistical Item,02083000
020840,"Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia)",HS Code,02084010
02084010,"Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia)",Export Statistical Item,02084010
020850,"Of reptiles (including of crocodile, snake and turtle)",HS Code,02085005
02085005,"Of reptiles (including of crocodile, snake and turtle)",Export Statistical Item,02085005
020860,Of camels and other camelids (Camelidae),HS Code,02086020
02086020,Of camels and other camelids (Camelidae),Export Statistical Item,02086020
020890,Other:,HS Code,02089011
020890,Other:,HS Code,02089050
02089011,Of kangaroo,Export Statistical Item,02089011
02089050,Other,Export Statistical Item,02089050
0209,"PIG FAT, FREE OF LEAN MEAT, AND POULTRY FAT, NOT RENDERED OR OTHERWISE EXTRACTED, FRESH, CHILLED, FROZEN, SALTED, IN BRINE, DRIED OR SMOKED:",Heading,02091000
0209,"PIG FAT, FREE OF LEAN MEAT, AND POULTRY FAT, NOT RENDERED OR OTHERWISE EXTRACTED, FRESH, CHILLED, FROZEN, SALTED, IN BRINE, DRIED OR SMOKED:",Heading,02099090
020910,Of pigs,HS Code,02091000
02091000,Of pigs,Export Statistical Item,02091000
020990,Other,HS Code,02099090
02099090,Other,Export Statistical Item,02099090
0210,"MEAT AND EDIBLE MEAT OFFAL, SALTED, IN BRINE, DRIED OR SMOKED; EDIBLE FLOURS AND MEALS OF MEAT OR MEAT OFFAL:",Heading,02101100
0210,"MEAT AND EDIBLE MEAT OFFAL, SALTED, IN BRINE, DRIED OR SMOKED; EDIBLE FLOURS AND MEALS OF MEAT OR MEAT OFFAL:",Heading,02101200
0210,"MEAT AND EDIBLE MEAT OFFAL, SALTED, IN BRINE, DRIED OR SMOKED; EDIBLE FLOURS AND MEALS OF MEAT OR MEAT OFFAL:",Heading,02101900
0210,"MEAT AND EDIBLE MEAT OFFAL, SALTED, IN BRINE, DRIED OR SMOKED; EDIBLE FLOURS AND MEALS OF MEAT OR MEAT OFFAL:",Heading,02102000
0210,"MEAT AND EDIBLE MEAT OFFAL, SALTED, IN BRINE, DRIED OR SMOKED; EDIBLE FLOURS AND MEALS OF MEAT OR MEAT OFFAL:",Heading,02109100
0210,"MEAT AND EDIBLE MEAT OFFAL, SALTED, IN BRINE, DRIED OR SMOKED; EDIBLE FLOURS AND MEALS OF MEAT OR MEAT OFFAL:",Heading,02109210
0210,"MEAT AND EDIBLE MEAT OFFAL, SALTED, IN BRINE, DRIED OR SMOKED; EDIBLE FLOURS AND MEALS OF MEAT OR MEAT OFFAL:",Heading,02109305
0210,"MEAT AND EDIBLE MEAT OFFAL, SALTED, IN BRINE, DRIED OR SMOKED; EDIBLE FLOURS AND MEALS OF MEAT OR MEAT OFFAL:",Heading,02109940
02101,Meat of swine:,HS Code,02101100
02101,Meat of swine:,HS Code,02101200
02101,Meat of swine:,HS Code,02101900
021011,"Hams, shoulders and cuts thereof, with bone in",HS Code,02101100
02101100,"Hams, shoulders and cuts thereof, with bone in",Export Statistical Item,02101100
021012,Bellies (streaky) and cuts thereof,HS Code,02101200
02101200,Bellies (streaky) and cuts thereof,Export Statistical Item,02101200
021019,Other,HS Code,02101900
02101900,Other,Export Statistical Item,02101900
021020,Meat of bovine animals,HS Code,02102000
02102000,Meat of bovine animals,Export Statistical Item,02102000
02109,"Other, including edible flours and meals of meat or meat offal:",HS Code,02109100
02109,"Other, including edible flours and meals of meat or meat offal:",HS Code,02109210
02109,"Other, including edible flours and meals of meat or meat offal:",HS Code,02109305
02109,"Other, including edible flours and meals of meat or meat offal:",HS Code,02109940
021091,Of primates,HS Code,02109100
02109100,Of primates,Export Statistical Item,02109100
021092,"Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia)",HS Code,02109210
02109210,"Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia)",Export Statistical Item,02109210
021093,"Of reptiles (including of crocodile, snake and turtle)",HS Code,02109305
02109305,"Of reptiles (including of crocodile, snake and turtle)",Export Statistical Item,02109305
021099,Other,HS Code,02109940
02109940,Other,Export Statistical Item,02109940
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03011100
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03011901
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03011902
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03011909
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03019102
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03019202
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03019303
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03019404
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03019507
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03019950
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03021101
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03021300
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03021400
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03021901
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03022100
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03022200
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03022300
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03022400
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03022901
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03023100
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03023200
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03023300
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03023400
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03023510
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03023600
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03023905
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03024100
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03024200
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03024300
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03024400
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03024500
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03024600
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03024700
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03025100
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03025200
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03025300
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03025400
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03025500
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03025600
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03025900
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03027100
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03027200
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03027300
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03027400
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03027900
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03028100
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03028200
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03028300
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03028400
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03028500
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03028900
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03029000
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03031100
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03031200
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03031300
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03031400
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03031910
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03032300
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03032400
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03032500
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03032600
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03032910
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03033100
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03033200
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03033300
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03033400
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03033910
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03034100
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03034200
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03034300
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03034400
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03034510
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03034600
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03034920
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03035105
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03035300
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03035400
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03035500
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03035600
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03035700
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03036300
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03036400
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03036500
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03036600
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03036700
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03036800
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03036900
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03038100
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03038200
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03038300
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03038400
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03038950
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03039000
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03043100
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03043200
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03043300
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03043900
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03044100
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03044200
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03044300
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03044400
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03044500
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03044600
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03044900
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03045100
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03045200
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03045300
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03045400
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03045500
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03045950
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03046100
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03046200
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03046300
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03046900
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03047100
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03047200
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03047300
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03047400
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03047500
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03047900
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03048100
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03048200
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03048300
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03048400
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03048500
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03048600
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03048700
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03048900
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03049105
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",Chapter,03049206
